DeviceId,InsideTemperature,OutsideTemperature,Moisture,Power,IsDoorOpen,SealThreshold,SealBroken
141,7.78,19.83,60.74,0.001,0,36.44,0
142,7.78,19.83,60.74,0.001,0,36.44,0
143,7.78,19.07,60.74,0.001,0,36.44,0
144,7.78,19.07,55.18,0.001,0,33.11,0
145,8.13,19.07,55.18,0.001,0,33.11,0
146,8.13,19.07,55.18,693.7316,0,33.11,0
147,8.13,19.57,55.18,693.7316,0,33.11,0
148,8.13,19.57,54.36,693.7316,0,32.62,0
149,8.13,19.57,54.36,693.7316,0,32.62,0
150,7.13,19.57,54.36,693.7316,0,32.62,0
151,7.13,19.57,54.36,768.4947,0,32.62,0
152,7.13,19.57,51.53,768.4947,0,30.92,0
153,7.13,19.57,51.53,768.4947,0,30.92,0
154,7.13,19.57,51.53,712.5409,0,30.92,0
155,7.13,21.31,51.53,712.5409,0,30.92,0
156,6.04,21.31,51.53,712.5409,0,30.92,0
157,6.04,21.31,51.53,712.5409,0,30.92,0
158,6.04,21.31,62.01,712.5409,0,37.21,0
159,6.04,19.4,62.01,712.5409,0,37.21,0
160,6.04,19.4,62.01,698.6186,0,37.21,0
161,5.27,19.4,62.01,698.6186,0,37.21,0
162,5.34,19.4,62.01,698.6186,0,37.21,0
163,5.34,21.02,62.01,698.6186,0,37.21,0
164,5.34,21.02,62.01,698.6186,0,37.21,0
165,5.34,21.02,62.01,0.0009,0,37.21,0
166,5.34,21.02,53.92,0.0009,0,32.35,0
167,5.43,21.02,53.92,0.0009,0,32.35,0
168,5.43,21.02,53.92,0.001,0,32.35,0
169,5.43,21.02,53.92,0.001,1,32.35,0
170,5.43,19.11,53.92,0.001,1,32.35,0
171,5.43,19.11,54,0.001,1,32.4,0
172,5.43,19.11,54,0.001,1,32.4,0
173,5.43,20.96,54,0.001,1,32.4,0
174,5.43,20.96,62.15,0.001,1,37.29,0
175,5.43,20.96,62.15,0.001,1,37.29,0
176,7.27,20.96,62.15,0.001,1,37.29,0
177,7.27,20.96,57.73,0.001,1,34.64,0
178,7.27,20.96,57.73,0.001,0,34.64,0
179,10.06,20.96,57.73,0.001,0,34.64,0
180,10.06,21.78,57.73,0.001,0,34.64,0
181,10.06,21.78,57.73,730.6076,0,34.64,0
182,10.06,21.78,57.73,730.6076,1,34.64,0
183,8.91,21.78,57.73,730.6076,1,34.64,0
184,8.91,20.68,57.73,730.6076,1,34.64,0
185,8.91,20.68,58.03,730.6076,1,34.82,0
186,8.91,20.68,58.03,648.9497,1,34.82,0
187,8.91,20.68,58.03,697.6508,1,34.82,0
188,8.91,20.68,56.52,697.6508,1,33.91,0
189,8.91,20.68,56.52,697.6508,0,33.91,0
190,10.21,20.68,56.52,697.6508,0,33.91,0
191,10.21,20.28,56.52,697.6508,0,33.91,0
192,8.74,20.28,56.52,697.6508,0,33.91,0
193,8.74,20.28,56.52,697.6508,0,33.91,0
194,8.74,20.28,56.52,700.6486,0,33.91,0
195,8.74,18.87,56.52,700.6486,0,33.91,0
196,8.74,18.87,53.49,700.6486,0,32.09,0
197,8.74,20.93,53.49,700.6486,0,32.09,0
198,8.74,20.93,53.49,753.5873,0,32.09,0
199,8.74,20.93,53.49,753.5873,0,32.09,0
200,8.74,20.93,53.69,753.5873,0,32.21,0
201,7,20.93,53.69,753.5873,0,32.21,0
202,7,20.93,53.69,753.5873,0,32.21,0
203,7,21,53.69,753.5873,0,32.21,0
204,7,21,53.69,755.3055,0,32.21,0
205,7.52,21,53.69,755.3055,0,32.21,0
206,7.52,21,51.76,755.3055,0,31.05,0
207,7.52,21,51.76,755.3055,0,31.05,0
208,7.52,21,52.4,755.3055,0,31.44,0
209,6.84,21,52.4,755.3055,0,31.44,0
210,6.84,20.56,52.4,755.3055,0,31.44,0
211,6.84,20.56,52.4,720.2159,0,31.44,0
212,6.84,20.56,52.4,720.2159,0,31.44,0
213,5.39,20.56,52.4,720.2159,0,31.44,0
214,5.39,18.17,52.4,720.2159,0,31.44,0
215,5.39,18.17,52.4,697.6727,0,31.44,0
216,5.39,18.17,61.21,697.6727,0,36.73,0
217,5.39,18.17,51.1,697.6727,0,30.66,0
218,5.39,18.17,51.1,697.6727,0,30.66,0
219,5.39,18.19,51.1,697.6727,0,30.66,0
220,5.39,18.19,51.1,0.0009,0,30.66,0
221,5.01,18.19,51.1,0.0009,0,30.66,0
222,5.17,18.19,51.1,0.0009,0,30.66,0
223,5.17,18.19,51.1,0.0009,0,30.66,0
224,5.17,19.68,51.1,0.0009,0,30.66,0
225,5.17,19.68,51.1,0.001,0,30.66,0
226,5.17,19.68,59.82,0.001,0,35.89,0
227,5.17,19.68,59.82,0.001,1,35.89,0
228,5.17,19.68,59.82,0.0009,1,35.89,0
229,5.17,18.89,59.82,0.0009,1,35.89,0
230,5.17,18.89,53.3,0.0009,1,31.98,0
231,5.3,18.89,53.3,0.0009,1,31.98,0
232,7.64,18.89,53.3,0.0009,1,31.98,0
233,7.64,18.89,53.3,0.0009,0,31.98,0
234,7.64,18.89,54.44,0.0009,0,32.67,0
235,7.64,19.13,54.44,0.0009,0,32.67,0
236,7.64,19.13,54.44,0.0009,0,32.67,0
237,7.64,19.13,54.44,0.0009,0,32.67,0
238,7.64,19.13,54.44,766.0375,0,32.67,0
239,7.64,18.55,54.44,766.0375,0,32.67,0
240,7.21,18.55,54.44,766.0375,0,32.67,0
241,7.21,18.55,54.95,766.0375,0,32.97,0
242,7.21,18.55,54.95,766.0375,0,32.97,0
243,6.69,18.55,54.95,766.0375,0,32.97,0
244,6.69,18.55,54.95,718.7236,0,32.97,0
245,6.69,19.24,54.95,718.7236,0,32.97,0
246,6.69,19.24,54.07,718.7236,0,32.44,0
247,6.69,19.24,58.35,718.7236,0,35.01,0
248,6.69,19.94,58.35,718.7236,0,35.01,0
249,6.1,19.94,58.35,718.7236,0,35.01,0
250,6.1,19.94,58.35,718.7236,0,35.01,0
251,6.1,19.94,58.35,769.4485,0,35.01,0
252,6.1,19.94,58.35,769.4485,0,35.01,0
253,4.76,19.94,58.35,769.4485,0,35.01,0
254,4.76,19.94,58.35,700.9946,0,35.01,0
255,4.76,20.04,58.35,700.9946,0,35.01,0
256,4.76,20.04,53.74,700.9946,0,32.24,0
257,4.76,20.04,55.88,700.9946,0,33.53,0
258,4.76,20.04,55.88,0.001,0,33.53,0
259,4.76,19.74,55.88,0.001,0,33.53,0
260,4.76,19.74,55.88,0.001,0,33.53,0
261,4.36,19.74,55.88,0.001,0,33.53,0
262,4.36,19.74,55.88,0.001,0,33.53,0
263,5,19.74,55.88,0.001,0,33.53,0
264,5,19.74,55.88,0.001,0,33.53,0
265,5,19.74,60.91,0.001,0,36.55,0
266,5,20.69,60.91,0.001,0,36.55,0
267,5,18.32,60.91,0.001,0,36.55,0
268,5,18.32,60.91,0.001,0,36.55,0
269,4.4,18.32,60.91,0.001,0,36.55,0
270,4.4,18.32,61.07,0.001,0,36.64,0
271,4.4,18.32,61.07,0.001,1,36.64,0
272,4.4,18.32,61.07,0.001,0,36.64,0
273,4.4,18.32,61.07,0.001,0,36.64,0
274,6.16,18.32,61.07,0.001,0,36.64,0
275,6.16,18.58,61.07,0.001,0,36.64,0
276,6.16,18.58,55.53,0.001,0,33.32,0
277,6.16,18.58,55.53,0.001,1,33.32,0
278,7.15,18.58,55.53,0.001,1,33.32,0
279,7.15,20.36,55.53,0.001,1,33.32,0
280,7.15,20.36,60.04,0.001,1,36.03,0
281,7.15,20.36,60.04,691.6554,1,36.03,0
282,7.15,20.36,60.04,679.8007,1,36.03,0
283,7.15,20.36,60.04,679.8007,0,36.03,0
284,7.61,20.36,60.04,679.8007,0,36.03,0
285,7.61,21.09,60.04,679.8007,0,36.03,0
286,7.61,21.09,56.4,679.8007,0,33.84,0
287,7.61,21.09,56.4,679.8007,0,33.84,0
288,7.61,21,56.4,679.8007,0,33.84,0
289,7.61,21,58.49,679.8007,0,35.09,0
290,6.33,21,58.49,679.8007,0,35.09,0
291,6.33,21,58.49,687.7097,0,35.09,0
292,6.33,21,58.49,687.7097,0,35.09,0
293,6.33,21,58.49,748.9663,0,35.09,0
294,6.51,21,58.49,748.9663,0,35.09,0
295,6.51,21,51.86,748.9663,0,31.12,0
296,6.51,21.34,51.86,748.9663,0,31.12,0
297,6.24,21.34,51.86,748.9663,0,31.12,0
298,6.24,21.34,51.86,786.7174,0,31.12,0
299,6.24,21.34,51.24,786.7174,0,30.74,0
300,6.24,18.52,51.24,786.7174,0,30.74,0
301,6.24,18.52,51.24,786.7174,1,30.74,0
302,6.24,18.52,51.24,786.7174,1,30.74,0
303,6.37,18.52,51.24,786.7174,1,30.74,0
304,6.37,18.52,51.24,669.4165,1,30.74,0
305,6.37,18.52,53.66,669.4165,1,32.2,0
306,6.37,19.79,53.66,669.4165,1,32.2,0
307,8.26,19.79,53.66,669.4165,1,32.2,0
308,8.26,21.84,53.66,669.4165,1,32.2,0
309,8.26,21.84,53.66,717.018,1,32.2,0
310,8.26,21.84,59.56,717.018,1,35.73,0
311,8.26,21.84,59.56,717.018,0,35.73,0
312,8.26,21.84,59.56,717.018,0,35.73,0
313,6.66,21.84,59.56,717.018,0,35.73,0
314,6.66,21.13,59.56,717.018,0,35.73,0
315,6.66,21.13,59.56,667.5458,0,35.73,0
316,6.66,21.13,59.99,667.5458,0,36,0
317,6.66,21.13,59.99,732.9608,0,36,0
318,6.66,19.36,59.99,732.9608,0,36,0
319,6.66,19.36,59.99,732.9608,0,36,0
320,6.66,19.36,59.46,732.9608,0,35.68,0
321,6.19,19.36,59.46,732.9608,0,35.68,0
322,6.19,19.36,58.32,732.9608,0,34.99,0
323,6.19,19.36,58.32,785.1208,0,34.99,0
324,6.19,19.36,58.32,785.1208,0,34.99,0
325,6.19,19.92,58.32,785.1208,0,34.99,0
326,5.78,19.92,58.32,785.1208,0,34.99,0
327,5.78,19.92,58.32,0.0011,0,34.99,0
328,5.78,21.26,58.32,0.0011,0,34.99,0
329,5.78,21.26,51.43,0.0011,0,30.86,0
330,5.78,21.26,51.43,0.0011,0,30.86,0
331,4.78,21.26,51.43,0.0011,0,30.86,0
332,4.78,21.26,51.43,0.0011,0,30.86,0
333,4.78,19.45,51.43,0.0011,0,30.86,0
334,5.17,19.45,51.43,0.0011,0,30.86,0
335,5.17,19.45,53.25,0.0011,0,31.95,0
336,5.17,19.45,53.25,0.0011,0,31.95,0
337,5.17,21.94,53.25,0.0011,0,31.95,0
338,5.17,21.94,60.04,0.0011,0,36.02,0
339,5.35,21.94,60.04,0.0011,0,36.02,0
340,5.35,21.94,60.04,0.0011,0,36.02,0
341,5.35,21.94,60.04,0.0009,0,36.02,0
342,5.35,18.79,60.04,0.0009,0,36.02,0
343,5.35,18.79,60.04,0.0009,0,36.02,0
344,5.35,18.79,60.04,0.0011,0,36.02,0
345,5.61,18.79,60.04,0.0011,0,36.02,0
346,5.61,18.79,52.06,0.0011,0,31.24,0
347,5.61,18.79,52.06,0.0011,0,31.24,0
348,5.61,18.79,52.06,0.001,0,31.24,0
349,5.61,18.89,52.06,0.001,0,31.24,0
350,5.61,18.89,61.98,0.001,0,37.19,0
351,5.9,18.89,61.98,0.001,0,37.19,0
352,5.9,18.89,61.98,0.001,0,37.19,0
353,5.71,18.89,61.98,0.001,0,37.19,0
354,5.71,21.65,61.98,0.001,0,37.19,0
355,5.71,21.65,61.98,0.001,0,37.19,0
356,5.71,21.65,52.56,0.001,0,31.54,0
357,5.36,21.65,52.56,0.001,0,31.54,0
358,5.36,21.65,51.78,0.001,0,31.07,0
359,5.36,21.65,51.78,0.001,0,31.07,0
360,5.36,19.74,51.78,0.001,0,31.07,0
361,5.36,19.74,51.78,0.001,0,31.07,0
362,5.9,19.74,51.78,0.001,0,31.07,0
363,5.9,19.74,51.78,0.001,0,31.07,0
364,5.9,19.74,51.78,0.0009,0,31.07,0
365,5.9,19.74,54.9,0.0009,0,32.94,0
366,5.9,20.63,54.9,0.0009,0,32.94,0
367,5.9,20.63,54.9,0.001,0,32.94,0
368,4.94,20.63,54.9,0.001,0,32.94,0
369,4.94,20.76,54.9,0.001,0,32.94,0
370,4.94,20.76,57.27,0.001,0,34.36,0
371,4.94,20.76,57.27,0.001,0,34.36,0
372,5.79,20.76,57.27,0.001,0,34.36,0
373,5.79,20.76,57.27,0.001,0,34.36,0
374,5.79,19.19,57.27,0.001,0,34.36,0
375,5.79,19.19,57.27,0.0011,0,34.36,0
376,5.79,19.19,51.82,0.0011,0,31.09,0
377,5.79,19.19,51.82,0.001,0,31.09,0
378,5.79,19.19,51.26,0.001,0,30.76,0
379,5.79,19.19,51.26,0.001,0,30.76,0
380,5.04,19.19,51.26,0.001,0,30.76,0
381,5.04,21.7,51.26,0.001,0,30.76,0
382,5.04,21.7,51.26,0.0011,0,30.76,0
383,5.38,21.7,51.26,0.0011,0,30.76,0
384,5.38,21.7,51.26,0.0011,0,30.76,0
385,5.38,19.4,51.26,0.0011,0,30.76,0
386,5.38,19.4,51.83,0.0011,0,31.1,0
387,5.38,19.86,51.83,0.0011,0,31.1,0
388,5.38,19.86,54.35,0.0011,0,32.61,0
389,5.82,19.86,54.35,0.0011,0,32.61,0
390,5.82,19.86,54.35,0.0011,1,32.61,0
391,5.82,19.86,54.35,0.0009,1,32.61,0
392,8.29,19.86,54.35,0.0009,1,32.61,0
393,8.29,19.86,54.35,0.0009,0,32.61,0
394,8.29,19.86,54.35,0.001,0,32.61,0
395,8.29,18.49,54.35,0.001,0,32.61,0
396,8.29,18.49,56.97,0.001,0,34.18,0
397,8.29,18.49,56.97,0.001,0,34.18,0
398,7.2,18.49,56.97,0.001,0,34.18,0
399,7.2,19.51,56.97,0.001,0,34.18,0
400,7.2,19.51,56.23,0.001,0,33.74,0
401,7.2,19.51,56.23,730.4476,0,33.74,0
402,7.2,19.51,52.99,730.4476,0,31.8,0
403,7.45,19.51,52.99,730.4476,0,31.8,0
404,7.45,19.51,52.99,730.4476,0,31.8,0
405,7.45,18.51,52.99,730.4476,0,31.8,0
406,7.45,18.51,52.99,726.5484,0,31.8,0
407,7.45,18.51,57.32,726.5484,0,34.39,0
408,7.45,18.51,57.32,726.5484,1,34.39,0
409,7.45,19.97,57.32,726.5484,1,34.39,0
410,7.45,19.97,57.32,791.4851,1,34.39,0
411,5.68,19.97,57.32,791.4851,1,34.39,0
412,5.68,19.97,54.63,791.4851,1,32.78,0
413,5.68,19.97,54.63,0.0011,1,32.78,0
414,7.57,19.97,54.63,0.0011,1,32.78,0
415,7.57,21.49,54.63,0.0011,1,32.78,0
416,7.57,21.49,54.63,0.0011,0,32.78,0
417,7.57,21.49,56.13,0.0011,0,33.68,0
418,7.57,21.49,56.13,0.0011,0,33.68,0
419,7.84,21.49,56.13,0.0011,0,33.68,0
420,7.84,21.49,56.13,676.8621,0,33.68,0
421,7.84,20.03,56.13,676.8621,0,33.68,0
422,6.5,20.03,56.13,676.8621,0,33.68,0
423,6.5,20.03,56.13,676.0791,0,33.68,0
424,6.5,20.03,59.93,676.0791,0,35.96,0
425,6.5,20.43,59.93,676.0791,0,35.96,0
426,6.5,20.43,59.93,676.0791,0,35.96,0
427,6.5,20.43,59.93,676.0791,0,35.96,0
428,5.41,20.43,59.93,676.0791,0,35.96,0
429,5.41,20.43,54.96,676.0791,0,32.98,0
430,5.41,20.43,54.96,729.9825,0,32.98,0
431,5.41,18.47,54.96,729.9825,0,32.98,0
432,5.41,19.61,54.96,729.9825,0,32.98,0
433,5.41,19.61,54.96,0.001,0,32.98,0
434,5.08,19.61,54.96,0.001,0,32.98,0
435,5.08,19.61,54.96,0.001,0,32.98,0
436,5.08,19.61,60.41,0.001,0,36.24,0
437,5.35,19.61,60.41,0.001,0,36.24,0
438,5.35,19.61,60.41,0.001,0,36.24,0
439,5.35,19.61,60.41,0.001,0,36.24,0
440,5.35,19.61,52.15,0.001,0,31.29,0
441,5.35,19.61,52.15,0.001,0,31.29,0
442,5.38,19.61,52.15,0.001,0,31.29,0
443,5.38,21.43,52.15,0.001,0,31.29,0
444,5.38,21.43,52.15,0.001,1,31.29,0
445,5.38,21.43,52.15,0.0011,1,31.29,0
446,5.38,21.43,57.78,0.0011,1,34.67,0
447,5.38,21.43,57.78,0.0011,0,34.67,0
448,5.38,21.43,57.78,0.0011,0,34.67,0
449,5.38,21.5,57.78,0.0011,0,34.67,0
450,5.38,21.5,61.41,0.0011,0,36.85,0
451,7.49,21.5,61.41,0.0011,0,36.85,0
452,7.13,21.5,61.41,0.0011,0,36.85,0
453,7.13,21.5,61.41,0.0011,1,36.85,0
454,7.13,21.59,61.41,0.0011,1,36.85,0
455,7.13,21.59,61.41,659.3859,1,36.85,0
456,7.13,21.59,60.63,659.3859,1,36.38,0
457,8.77,21.59,60.63,659.3859,1,36.38,0
458,8.77,21.59,60.63,713.819,1,36.38,0
459,8.77,21.59,60.63,713.819,1,36.38,0
460,8.77,21.59,58.85,713.819,1,35.31,0
461,8.77,20.58,58.85,713.819,1,35.31,0
462,10.9,20.58,58.85,713.819,1,35.31,0
463,10.9,20.58,58.85,713.819,0,35.31,0
464,10.9,20.58,58.85,701.2635,0,35.31,0
465,10.9,19.84,58.85,701.2635,0,35.31,0
466,10.9,19.84,52.62,701.2635,0,31.57,0
467,10.9,19.84,52.62,701.2635,0,31.57,0
468,10.9,21.25,52.62,701.2635,0,31.57,0
469,10.9,21.25,61.56,701.2635,0,36.94,0
470,10.9,21.25,61.56,666.5103,0,36.94,0
471,8.77,21.25,61.56,666.5103,0,36.94,0
472,8.5,21.25,61.56,666.5103,0,36.94,0
473,8.5,21.25,61.56,666.5103,0,36.94,0
474,8.5,21.25,59.33,666.5103,0,35.6,0
475,8.5,18.04,59.33,666.5103,0,35.6,0
476,8.5,18.04,59.33,692.7498,0,35.6,0
477,8.5,18.04,59.33,790.8665,0,35.6,0
478,8.5,18.04,51.51,790.8665,0,30.91,0
479,8.5,18.04,51.51,790.8665,0,30.91,0
480,8.03,18.04,51.51,790.8665,0,30.91,0
481,8.03,20.07,51.51,790.8665,0,30.91,0
482,8.03,20.07,51.51,790.8665,1,30.91,0
483,8.03,20.33,51.51,790.8665,1,30.91,0
484,8.03,20.33,51.71,790.8665,1,31.03,0
485,8.03,20.33,51.71,661.2491,1,31.03,0
486,6.7,20.33,51.71,661.2491,1,31.03,0
487,6.7,20.33,61.06,661.2491,1,36.64,0
488,6.7,20.33,61.06,661.2491,1,36.64,0
489,6.7,20.33,61.06,717.291,1,36.64,0
490,6.7,19.71,61.06,717.291,1,36.64,0
491,8.13,19.71,61.06,717.291,1,36.64,0
492,9.19,19.71,61.06,717.291,1,36.64,0
493,9.19,19.18,61.06,717.291,1,36.64,0
494,9.19,19.18,61.06,649.1534,1,36.64,0
495,9.19,19.18,61.06,649.1534,0,36.64,0
496,9.19,19.18,52.09,649.1534,0,31.25,0
497,9.19,19.32,52.09,649.1534,0,31.25,0
498,9.19,19.32,52.09,649.1534,1,31.25,0
499,7.59,19.32,52.09,649.1534,1,31.25,0
500,7.59,19.32,52.09,698.4765,1,31.25,0
501,7.59,19.32,56.34,698.4765,1,33.81,0
502,7.59,19.32,56.34,698.4765,0,33.81,0
503,7.59,19.32,56.34,769.299,0,33.81,0
504,7.59,20.35,56.34,769.299,0,33.81,0
505,9.84,20.35,56.34,769.299,0,33.81,0
506,9.84,20.35,59.35,769.299,0,35.61,0
507,9.84,20.35,59.35,769.299,0,35.61,0
508,9.84,20.35,59.35,762.399,0,35.61,0
509,9.84,18.09,59.35,762.399,0,35.61,0
510,9.84,18.09,53.71,762.399,0,32.23,0
511,7.35,18.09,53.71,762.399,0,32.23,0
512,7.31,18.09,53.71,762.399,0,32.23,0
513,7.31,18.09,53.71,762.399,0,32.23,0
514,7.31,18.09,62.2,762.399,0,37.32,0
515,7.31,18.09,62.2,727.6469,0,37.32,0
516,7.31,20.67,62.2,727.6469,0,37.32,0
517,7.31,20.67,62.2,744.4436,0,37.32,0
518,7.31,21.25,62.2,744.4436,0,37.32,0
519,7.31,21.25,62.2,744.4436,0,37.32,0
520,7.31,21.25,51.4,744.4436,0,30.84,0
521,6.47,21.25,51.4,744.4436,0,30.84,0
522,6.14,21.25,51.4,744.4436,0,30.84,0
523,6.14,21.25,51.4,657.9135,0,30.84,0
